desc_distrito_local,desc_epigrafe,count_2015,count_2018,diff_perc,diff
ARGANZUELA,"FABRICACION DE PINTURAS, BARNICES, LACAS Y REVESTIMIENTOS SIMILARES",2,3,50,1
ARGANZUELA,FABRICACION DE PRODUCTOS DE CAUCHO Y PLASTICOS,1,1,0,0
ARGANZUELA,FABRICACION DE PRODUCTOS DE PANADERIA Y PASTELERIA,3,2,-33.33333333333333,-1
ARGANZUELA,"FABRICACION DE PRODUCTOS METALICOS, EXCEPTO MAQUINARIA Y EQUIPO",1,1,0,0
ARGANZUELA,"FABRICACION DE TEJIDOS TEXTILES, ALFOMBRAS, CUERDAS Y OTROS PRODUCTOS TEXTILES (EXCEPTO PRENDAS DE VESTIR)",2,1,-50,-1
ARGANZUELA,FARMACIA,78,78,0,0
ARGANZUELA,FISIOTERAPEUTAS Y OTRAS ACTIVIDADES SANITARIAS,29,42,44.827586206896555,13
ARGANZUELA,GESTION DE INSTALACIONES DEPORTIVAS,4,4,0,0
ARGANZUELA,HOTELES Y MOTELES CON RESTAURANTE,7,11,57.14285714285714,4
ARGANZUELA,IMPRENTA,9,9,0,0
ARGANZUELA,"INDUSTRIA DE LA MADERA Y CORCHO (EXCEPTO MUEBLES), CESTERIA Y ESPARTERIA",10,7,-30,-3
ARGANZUELA,INDUSTRIAS MANUFACTURERAS N.C.O.P.,2,2,0,0
ARGANZUELA,INGENIERIA CIVIL,5,4,-20,-1
ARGANZUELA,INSTALACION DE MAQUINAS Y EQUIPOS INDUSTRIALES,3,2,-33.33333333333333,-1
ARGANZUELA,"INSTALACIONES ELECTRICAS, DE FONTANERIA Y OTRAS EN OBRAS DE CONSTRUCCION",63,66,4.761904761904762,3
ARGANZUELA,INSTITUTO DE BELLEZA,10,9,-10,-1
ARGANZUELA,"INTERMEDIACION MONETARIA: BANCOS, CAJAS DE AHORRO",138,112,-18.84057971014493,-26
ARGANZUELA,"INTERMEDIARIO DEL COMERCIO DE PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO",1,1,0,0
ARGANZUELA,"INTERMEDIARIOS DEL COMERCIO DE COMBUSTIBLES, MINERALES, METALES Y PRODUCTOS QUIMICOS INDUSTRIALES",1,1,0,0
ARGANZUELA,INTERMEDIARIOS DEL COMERCIO DE LA MADERA Y MATERIALES DE CONSTRUCCION,2,3,50,1
ARGANZUELA,"INTERMEDIARIOS DEL COMERCIO DE MAQUINARIA, EQUIPO INDUSTRIAL, EMBARCACIONES Y AERONAVES",3,3,0,0
ARGANZUELA,INTERMEDIARIOS DEL COMERCIO DE MUEBLES,2,2,0,0
ARGANZUELA,"INTERMEDIARIOS DEL COMERCIO DE TEXTILES, PRENDAS DE VESTIR, PELETERIA, CALZADO Y ARTICULOS DE CUERO",6,6,0,0
ARGANZUELA,INTERMEDIARIOS DEL COMERCIO ESPECIALIZADOS EN LA VENTA DE OTROS PRODUCTOS ESPECIFICOS,1,1,0,0
ARGANZUELA,"INVERSION COLECTIVA, FONDOS Y ENTIDADES FINANCIERAS SIMILARES",1,1,0,0
ARGANZUELA,INVESTIGACION Y DESARROLLO,1,1,0,0
ARGANZUELA,"JUEGOS DE AZAR Y APUESTAS DE GESTION PRIVADA (BINGOS, CASINOS, MAQUINAS TRAGAPERRAS)",13,21,61.53846153846154,8
ARGANZUELA,JUEGOS DE AZAR Y APUESTAS DE GESTION PUBLICA O O AUTORIZACION ESPECIAL (ESTADO Y ONCE),23,23,0,0
ARGANZUELA,LAVADO Y LIMPIEZA DE PRENDAS TEXTILES Y DE PIEL,32,31,-3.125,-1
ARGANZUELA,LOCAL SIN ACTIVIDAD,5,34,580,29
ARGANZUELA,LOCALES DE EXHIBICIONES EROTICAS,1,1,0,0
ARGANZUELA,LOCUTORIOS,74,65,-12.162162162162163,-9
ARGANZUELA,"MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO, INCLUIDO EL FERROVIARIO",6,6,0,0
ARGANZUELA,MANTENIMIENTO Y REPARACION DE MOTOCICLETAS Y VENTA DE SUS REPUESTOS Y ACCESORIOS,8,8,0,0
ARGANZUELA,MANTENIMIENTO Y REPARACION DE VEHICULOS DE MOTOR N.C.O.P.,10,9,-10,-1
ARGANZUELA,"METALURGIA. FABRICACION DE PRODUCTOS DE HIERRO, ACERO Y FERROALEACIONES",1,1,0,0
ARGANZUELA,ORGANIZACION DE CONVENCIONES Y FERIAS DE MUESTRAS,2,3,50,1
ARGANZUELA,OTRAS ACTIVIDADES ASOCIATIVAS N.C.O.P.,27,33,22.22222222222222,6
ARGANZUELA,"OTRAS ACTIVIDADES DE CONSTRUCCION ESPECIALIZADA (CONSTRUCCION DE CUBIERTAS, CIMENTACION, PISCINAS)",19,18,-5.263157894736842,-1
ARGANZUELA,"OTRAS ACTIVIDADES PROFESIONALES, CIENTIFICAS Y TECNICAS N.C.O.P.",8,12,50,4
ARGANZUELA,"OTRAS SERVICIOS PERSONALES (ASTROLOGIA, AGENCIAS DE CONTACTOS) N.C.O.P.",2,3,50,1
ARGANZUELA,OTRO COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS (PERECEDEROS Y NO PERECEDEROS) CON VENDEDOR N.C.O.P.,47,53,12.76595744680851,6
ARGANZUELA,OTRO COMERCIO AL POR MENOR DEL ARTICULOS NUEVOS N.C.O.P.,23,26,13.043478260869565,3
ARGANZUELA,OTROS ACTIVIDADES DE SERVICIOS SOCIALES (LABORES DE ASESORAMIENTO Y ORIENTACION) SIN ALOJAMIENTO N.C.O.P.,13,14,7.6923076923076925,1
ARGANZUELA,"OTROS SERVICIOS DE COMIDAS EN INSTALACIONES DEPORTIVAS, OFICINAS, EMPRESAS O SIMILARES",1,3,200,2
ARGANZUELA,OTROS SERVICIOS DE INFORMACION: AGENCIAS DE NOTICIAS,1,1,0,0
ARGANZUELA,"OTROS SERVICIOS FINANCIEROS(ARRENDAMIENTO FINANCIERO, PRESTAMOS POR ENTIDADES NO FINANCIERAS), EXCEPTO SEGUROS Y FONDOS DE PENSIONES",1,1,0,0
ARGANZUELA,"PARQUES ZOOLOGICOS, JARDINES BOTANICOS Y RESERVAS NATURALES",1,1,0,0
ARGANZUELA,"PROCESADO Y CONSERVACION DE CARNE Y ELABORACION DE PRODUCTOS CARNICOS, AVES Y CAZA",1,1,0,0
ARGANZUELA,"PRODUCCION, TRANSPORTE Y DISTRIBUCION DE ENERGIA ELECTRICA Y GAS",5,4,-20,-1
ARGANZUELA,PROGRAMACION Y CONSULTORIA INFORMATICA Y TECNOLOGIAS DE LA INFORMACION,7,6,-14.285714285714285,-1
ARGANZUELA,PROMOCION INMOBILIARIA,19,16,-15.789473684210526,-3
ARGANZUELA,"PUBLICIDAD, RELACIONES PUBLICAS Y ESTUDIOS DE MERCADO",4,4,0,0
ARGANZUELA,REPARACION DE CALZADO,20,18,-10,-2
ARGANZUELA,REPARACION DE ORDENADORES Y EQUIPOS DE COMUNICACION,13,10,-23.076923076923077,-3
ARGANZUELA,REPARACION DE OTROS EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO N.C.O.P.,15,18,20,3
ARGANZUELA,RESTAURANTE,104,109,4.807692307692308,5
ARGANZUELA,RESTAURANTES DE COMIDA RAPIDA,34,36,5.88235294117647,2
ARGANZUELA,SALA DE EXPOSICIONES Y GALERIAS DE ARTE CON VENTA,3,3,0,0
ARGANZUELA,SALAS DE FIESTA SIN RESTAURACION,1,3,200,2
ARGANZUELA,SALONES DE RECREO Y DIVERSION Y OTRAS ACTIVIDADES RECREATIVAS,9,9,0,0
ARGANZUELA,SEGUROS,17,18,5.88235294117647,1
ARGANZUELA,SERIGRAFIA Y SERVICIOS DE PREIMPRESION Y PREPARACION DE SOPORTES,2,3,50,1
ARGANZUELA,SERVICIO DE PELUQUERIA,231,238,3.0303030303030303,7
ARGANZUELA,"SERVICIOS DE INFORMACION: PROCESO DE DATOS, PORTALES WEB",1,2,100,1
ARGANZUELA,"SERVICIOS DE MENSAJERIA, ACTIVIDADES POSTALES Y DE CORREOS",16,16,0,0
ARGANZUELA,SERVICIOS DE SISTEMAS DE SEGURIDAD: VIGILANCIA MEDIANTE SISTEMAS ELECTRONICOS,4,4,0,0
ARGANZUELA,SERVICIOS FOTOGRAFICOS,7,9,28.57142857142857,2
ARGANZUELA,SERVICIOS INTEGRALES A EDIFICIOS E INSTALACIONES,3,2,-33.33333333333333,-1
ARGANZUELA,"SERVICIOS PARASANITARIOS (NATUROPATIA, ACUPUNTURA, HOMEOPATIA)",10,14,40,4
ARGANZUELA,SERVICIOS TECNICOS DE ARQUITECTURA E INGENIERIA. ENSAYOS Y ANALISIS TECNICOS,23,21,-8.695652173913043,-2
ARGANZUELA,SEX-SHOP,1,1,0,0
ARGANZUELA,SITUADOS: CONFITERIA Y FRUTOS SECOS Y PATATAS FRITAS,1,2,100,1
ARGANZUELA,TABERNA,10,9,-10,-1
ARGANZUELA,TALLER DE MONTAJE DE ACCESORIOS PARA EL AUTOMOVIL,7,6,-14.285714285714285,-1
ARGANZUELA,TALLER DE REPARACION DE AUTOMOVILES ESPECIALIZADO EN CHAPA Y PINTURA,7,8,14.285714285714285,1
ARGANZUELA,TALLER DE REPARACION DE AUTOMOVILES ESPECIALIZADO EN MECANICA Y ELECTRICIDAD,32,33,3.125,1
ARGANZUELA,TAPICERIA,5,5,0,0
ARGANZUELA,TEATRO Y ACTIVIDADES ESCENICAS REALIZADAS EN DIRECTO,5,5,0,0
ARGANZUELA,TELECOMUNICACIONES,6,8,33.33333333333333,2
ARGANZUELA,TIENDA DE CONVENIENCIA (24H),2,2,0,0
ARGANZUELA,TRANSPORTE DE MERCANCIAS POR CARRETERA Y SERVICIOS DE MUDANZAS,9,8,-11.11111111111111,-1
ARGANZUELA,TRANSPORTE INTERURBANO DE PASAJEROS POR FERROCARRIL,4,4,0,0
ARGANZUELA,"TRANSPORTE TERRESTRE URBANO (AUTOBUS, METRO, TAXI) O INTERURBANO (EXCEPTO POR FERROCARRIL)",34,33,-2.941176470588235,-1
ARGANZUELA,TRATAMIENTO HIGIENICO DE ANIMALES (PELUQUERIAS),9,11,22.22222222222222,2
ARGANZUELA,VENDEDOR AMBULANTE DE ALIMENTOS PREPARADOS PARA SU CONSUMO INMEDIATO,1,1,0,0
ARGANZUELA,VENTA DE MOTOCICLETAS,10,9,-10,-1
ARGANZUELA,VIDEOCLUB,3,2,-33.33333333333333,-1
ARGANZUELA,NA,6,12,100,6
CENTRO,"ACABADO DE EDIFICIOS (CARPINTERIA, REVOCAMIENTO, REVESTIMIENTO DE SUELOS Y PAREDES,  PINTURA, ACRISTALAMIENTO)",9,12,33.33333333333333,3
CENTRO,ACTIVIDADES ADMINISTRATIVAS Y AUXILIARES DE OFICINA Y SERVICIOS DE REPROGRAFIA,59,124,110.16949152542372,65
CENTRO,ACTIVIDADES ANEXAS AL TRANSPORTE,13,12,-7.6923076923076925,-1
CENTRO,ACTIVIDADES AUXILIARES A SEGUROS Y FONDOS DE PENSIONES,4,4,0,0
CENTRO,"ACTIVIDADES CINEMATOGRAFICAS, DE VIDEO Y DE TELEVISION (PRODUCCION, DISTRIBUCION Y EXHIBICION)",16,18,12.5,2
CENTRO,"ACTIVIDADES DE APOYO A LAS EMPRESAS N.C.O.P. (AGENCIAS DE COBROS, ENVASADO Y EMPAQUETADO)",1,2,100,1
CENTRO,"ACTIVIDADES DE BIBLIOTECAS, ARCHIVOS, MUSEOS Y DE GALERIAS Y SALAS DE EXPOSICIONES SIN VENTA",38,37,-2.631578947368421,-1
CENTRO,ACTIVIDADES DE CLUBES DEPORTIVOS Y OTRAS ACTIVIDADES DEPORTIVAS,3,2,-33.33333333333333,-1
CENTRO,ACTIVIDADES DE CONSULTORIA DE GESTION EMPRESARIAL,5,5,0,0
CENTRO,"ACTIVIDADES DE CONTABILIDAD, TENEDURIA, AUDITORIA Y ASESORIA FISCAL",18,17,-5.555555555555555,-1
CENTRO,"ACTIVIDADES DE CREACION, ARTISTICAS Y ESPECTACULOS",42,46,9.523809523809524,4
CENTRO,ACTIVIDADES DE DISEÑO ESPECIALIZADO,23,25,8.695652173913043,2
CENTRO,ACTIVIDADES DE GESTION DE FONDOS,1,1,0,0
CENTRO,ACTIVIDADES DE GRABACION DE SONIDO Y EDICION MUSICAL,3,4,33.33333333333333,1
CENTRO,ACTIVIDADES DE LAS AGENCIAS DE COLOCACION,2,1,-50,-1
CENTRO,ACTIVIDADES DE LAS EMPRESAS DE TRABAJO TEMPORAL,2,1,-50,-1
CENTRO,ACTIVIDADES DE LAS SEDES CENTRALES,5,7,40,2
CENTRO,ACTIVIDADES DE LIMPIEZA,9,8,-11.11111111111111,-1
CENTRO,ACTIVIDADES DE LOS GIMNASIOS,36,37,2.7777777777777777,1
CENTRO,ACTIVIDADES DE ORGANIZACIONES POLITICAS,4,6,50,2
CENTRO,ACTIVIDADES DE ORGANIZACIONES RELIGIOSAS,78,75,-3.8461538461538463,-3
CENTRO,ACTIVIDADES DE ORGANIZACIONES Y ORGANISMOS EXTRATERRITORIALES,2,2,0,0
CENTRO,ACTIVIDADES DE SEGURIDAD PRIVADA,1,1,0,0
CENTRO,ACTIVIDADES DE SERVICIOS SOCIALES SIN ALOJAMIENTO PARA PERSONAS MAYORES Y DISCAPACITADOS,26,9,-65.38461538461539,-17
CENTRO,ACTIVIDADES HOSPITALARIAS,3,3,0,0
CENTRO,"ACTIVIDADES INMOBILIARIAS (COMPRAVENTA, ALQUILER, AGENTES PROPIEDAD)",26,42,61.53846153846154,16
CENTRO,ACTIVIDADES JURIDICAS,12,13,8.333333333333332,1
CENTRO,"ADMINISTRACION DE MERCADOS FINANCIEROS, INTERMEDIACION EN OPERACIONES CON VALORES Y OTROS ACTIVOS",1,1,0,0
CENTRO,ADMINISTRACION PUBLICA Y DEFENSA. SEGURIDAD SOCIAL OBLIGATORIA,111,107,-3.6036036036036037,-4
CENTRO,"AGENCIAS DE VIAJES,  OPERADORES TURISTICOS Y SERVICIOS DE RESERVAS",56,53,-5.357142857142857,-3
CENTRO,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,4,10,150,6
CENTRO,ALMACEN DE DISTRIBUCION DE PRODUCTOS ALIMENTICIOS,2,4,100,2
CENTRO,ALMACEN DE DISTRIBUCION POLIVALENTE A TEMPERATURA NO REGULADA,3,3,0,0
CENTRO,ALQUILER DE BIENES INMOBILIARIOS POR CUENTA PROPIA,7,4,-42.857142857142854,-3
CENTRO,ALQUILER DE EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO,7,7,0,0
CENTRO,ALQUILER DE VEHICULOS DE MOTOR,7,8,14.285714285714285,1
CENTRO,APARCAMIENTOS MIXTOS,3,6,100,3
CENTRO,APARCAMIENTOS PRIVADOS,15,18,20,3
CENTRO,APARCAMIENTOS PUBLICOS,39,36,-7.6923076923076925,-3
CENTRO,APART-HOTELES,5,17,240,12
CENTRO,ARREGLO DE ROPA,29,31,6.896551724137931,2
CENTRO,AUTOESCUELA,11,14,27.27272727272727,3
CENTRO,AUTOSERVICIO DE RESTAURACION,1,3,200,2
CENTRO,BAR CON COCINA,272,325,19.485294117647058,53
CENTRO,BAR ESPECIAL CON ACTUACIONES,24,28,16.666666666666664,4
CENTRO,BAR ESPECIAL SIN ACTUACIONES,259,252,-2.7027027027027026,-7
CENTRO,BAR RESTAURANTE,515,661,28.349514563106798,146
CENTRO,BAR SIN COCINA,231,249,7.792207792207792,18
CENTRO,CAFE ESPECTACULO,17,27,58.82352941176471,10
CENTRO,CAFETERIA,535,533,-0.3738317757009346,-2
CENTRO,CAMBIO Y ENVIO DE MONEDA,13,24,84.61538461538461,11
CENTRO,"CAPTACION, DEPURACION Y DISTRIBUCION DE AGUA",1,1,0,0
CENTRO,CARPINTERIA Y EBANISTERIA,4,4,0,0
CENTRO,CASAS DE HUESPEDES,3,7,133.33333333333331,4
CENTRO,CENTRO DE ESTETICA,54,94,74.07407407407408,40
CENTRO,CENTRO DE INFANTIL Y PRIMARIA PRIVADO,2,2,0,0
CENTRO,CENTRO DE INFANTIL Y PRIMARIA PUBLICO,8,8,0,0
CENTRO,"CENTRO DE PRIMARIA, SECUNDARIA, BACHILLERATO Y/O FP PRIVADO",3,4,33.33333333333333,1
CENTRO,"CENTRO PRIV.CONCERTADO DE PRIMARIA, SECUND., BACHILL. Y/O FP",5,4,-20,-1
CENTRO,"CENTRO PUBLICO DE SECUNDARIA, BACHILLERATO Y/O FP",7,7,0,0
CENTRO,CENTROS DE BRONCEADO,17,12,-29.411764705882355,-5
CENTRO,CENTROS DE FOTODEPILACION,3,3,0,0
CENTRO,CENTROS DE JUEGOS O CELEBRACIONES INFANTILES CON COCINA,1,1,0,0
CENTRO,CENTROS DE TATUAJE Y/O ANILLADO,31,38,22.58064516129032,7
CENTRO,CENTROS PRIVADOS CONCERTADOS DE EDUCACION PRIMARIA,1,1,0,0
CENTRO,CENTROS PRIVADOS CONCERTADOS EDUC INFANTIL Y EDUC PRIMARIA,5,5,0,0
CENTRO,CENTROS PRIVADOS DE EDUCACION PRIMARIA,1,1,0,0
CENTRO,CENTROS PUBLICOS DE EDUCACION PRIMARIA,1,2,100,1
CENTRO,CHOCOLATERIA/SALON DE TE Y HELADERIA,33,26,-21.21212121212121,-7
CENTRO,CIBER-CAFE,1,1,0,0
CENTRO,CLINICA VETERINARIA CON TRATAMIENTO HIGIENICO,7,7,0,0
CENTRO,CLINICA VETERINARIA SIN TRATAMIENTO HIGIENICO,3,5,66.66666666666666,2
CENTRO,CLINICAS MEDICAS,12,13,8.333333333333332,1
CENTRO,COLEGIOS MAYORES Y RESIDENCIAS DE ESTUDIANTES,2,2,0,0
CENTRO,COMERCIO AL MAYOR CON ALMACEN,2,2,0,0
CENTRO,"COMERCIO AL POR MAYOR CARNES Y DERIVADOS, AVES Y CAZA",4,3,-25,-1
CENTRO,COMERCIO AL POR MAYOR DE APARATOS ELECTRODOMESTICOS,2,1,-50,-1
CENTRO,"COMERCIO AL POR MAYOR DE AZUCAR, CHOCOLATE Y CONFITERIA",2,2,0,0
CENTRO,COMERCIO AL POR MAYOR DE BEBIDAS,2,3,50,1
CENTRO,"COMERCIO AL POR MAYOR DE CAFE, TE, CACAO Y ESPECIAS",1,2,100,1
CENTRO,"COMERCIO AL POR MAYOR DE COMBUSTIBLES, QUIMICOS Y PRODUCTOS SEMIELABORADOS",1,1,0,0
CENTRO,COMERCIO AL POR MAYOR DE ENVASES Y EMBALAJES,4,4,0,0
CENTRO,COMERCIO AL POR MAYOR DE INSTRUMENTOS MEDICOS Y ORTOPEDICOS,3,3,0,0
CENTRO,COMERCIO AL POR MAYOR DE JUGUETES Y ARTICULOS DE DEPORTE,5,4,-20,-1
CENTRO,COMERCIO AL POR MAYOR DE LECHE Y DERIVADOS,2,2,0,0
CENTRO,"COMERCIO AL POR MAYOR DE LIBROS, PERIODICOS, REVISTAS, PAPELERIA Y ESCRITORIO",8,8,0,0
CENTRO,"COMERCIO AL POR MAYOR DE MAQUINARIA, EQUIPO DE  OFICINA Y SUMINISTROS",5,5,0,0
CENTRO,COMERCIO AL POR MAYOR DE MATERIAL Y APARATOS ELECTRONICOS PARA LAS TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES,12,6,-50,-6
CENTRO,"COMERCIO AL POR MAYOR DE METALES FERREOS Y NO FERREOS, MATERIAL DE CONSTRUCCION, PAPEL Y CARTON",4,4,0,0
CENTRO,"COMERCIO AL POR MAYOR DE METALES PRECIOSOS, JOYERIA Y RELOJERIA",29,27,-6.896551724137931,-2
CENTRO,COMERCIO AL POR MAYOR DE OTROS ARTICULOS DE USO DOMESTICO N.C.O.P.,40,36,-10,-4
CENTRO,COMERCIO AL POR MAYOR DE OTROS PRODUCTOS ALIMENTICIOS,3,4,33.33333333333333,1
CENTRO,"COMERCIO AL POR MAYOR DE PERFUMERIA,COSMETICA, DROGUERIA Y LIMPIEZA",13,13,0,0
CENTRO,"COMERCIO AL POR MAYOR DE PORCELANA, CRISTALERIA Y ARTICULOS DE LIMPIEZA",3,3,0,0
CENTRO,"COMERCIO AL POR MAYOR DE PRENDAS DE VESTIR, CALZADO Y ARTICULOS DE CUERO",200,135,-32.5,-65
CENTRO,COMERCIO AL POR MAYOR DE PRODUCTOS DE LA PESCA Y MARISCOS (EXCEPTO CONGELADOS),3,2,-33.33333333333333,-1
CENTRO,COMERCIO AL POR MAYOR DE TEXTILES,54,45,-16.666666666666664,-9
CENTRO,"COMERCIO AL POR MAYOR FRUTAS, VERDURAS Y DERIVADOS",2,1,-50,-1
CENTRO,COMERCIO AL POR MENOR CON MAQUINAS EXPENDEDORAS,6,6,0,0
CENTRO,"COMERCIO AL POR MENOR DE  PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-SIN BARRA DEGUSTACION",30,30,0,0
CENTRO,"COMERCIO AL POR MENOR DE ALFOMBRAS, MOQUETAS Y REVESTIMIENTOS DE PAREDES Y SUELOS EN ESTABLECIMIENTOS ESPECIALIZADOS",7,8,14.285714285714285,1
CENTRO,COMERCIO AL POR MENOR DE APARATOS DE ILUMINACION,14,15,7.142857142857142,1
CENTRO,COMERCIO AL POR MENOR DE ARMAS,1,2,100,1
CENTRO,COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA,52,46,-11.538461538461538,-6
CENTRO,COMERCIO AL POR MENOR DE ARTICULOS DE PERFUMERIA Y COSMETICA,82,93,13.414634146341465,11
CENTRO,COMERCIO AL POR MENOR DE ARTICULOS DE SEGUNDA MANO,171,203,18.71345029239766,32
CENTRO,COMERCIO AL POR MENOR DE ARTICULOS DE USO DOMESTICO EN ESTABLECIMIENTO ESPECIALIZADO,27,27,0,0
CENTRO,COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,30,41,36.666666666666664,11
CENTRO,COMERCIO AL POR MENOR DE ARTICULOS ORTOPEDICOS,6,4,-33.33333333333333,-2
CENTRO,"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA CON OBRADOR",4,12,200,8
CENTRO,"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",46,46,0,0
CENTRO,COMERCIO AL POR MENOR DE BACALAO Y SALAZONES,2,2,0,0
CENTRO,COMERCIO AL POR MENOR DE BICICLETAS,12,12,0,0
CENTRO,"COMERCIO AL POR MENOR DE CAFE, INFUSIONES Y CHOCOLATE",10,14,40,4
CENTRO,COMERCIO AL POR MENOR DE CALZADO Y ARTICULOS DE CUERO EN ESTABLECIMIENTOS ESPECIALIZADOS,194,199,2.5773195876288657,5
CENTRO,COMERCIO AL POR MENOR DE CARNICERIA,73,67,-8.21917808219178,-6
CENTRO,COMERCIO AL POR MENOR DE CARNICERIA-CHARCUTERIA,15,10,-33.33333333333333,-5
CENTRO,COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA,27,31,14.814814814814813,4
CENTRO,COMERCIO AL POR MENOR DE CASQUERIA,9,8,-11.11111111111111,-1
CENTRO,COMERCIO AL POR MENOR DE CHARCUTERIA,61,77,26.229508196721312,16
CENTRO,COMERCIO AL POR MENOR DE COMBUSTIBLE PARA LA AUTOMOCION EN ESTABLECIMIENTOS ESPECIALIZADOS,3,3,0,0
CENTRO,COMERCIO AL POR MENOR DE CONGELADOS,15,21,40,6
CENTRO,COMERCIO AL POR MENOR DE ELECTRODOMESTICOS,23,18,-21.73913043478261,-5
CENTRO,COMERCIO AL POR MENOR DE EQUIPOS O APARATOS AUDIOVISUALES,11,9,-18.181818181818183,-2
CENTRO,COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS CON OBRADOR,13,24,84.61538461538461,11
CENTRO,COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,155,163,5.161290322580645,8
