desc_distrito_local,desc_epigrafe,count_2015,count_2018,diff_perc,diff
CENTRO,COMERCIO AL POR MENOR DE FRUTOS SECOS Y VARIANTES,23,31,34.78260869565217,8
CENTRO,COMERCIO AL POR MENOR DE GOLOSINAS,21,16,-23.809523809523807,-5
CENTRO,COMERCIO AL POR MENOR DE HELADOS CON OBRADOR CON BARRA DE DEGUSTACION,13,17,30.76923076923077,4
CENTRO,COMERCIO AL POR MENOR DE HELADOS CON OBRADOR SIN BARRA DE DEGUSTACION,3,8,166.66666666666669,5
CENTRO,COMERCIO AL POR MENOR DE HELADOS SIN OBRADOR,16,26,62.5,10
CENTRO,COMERCIO AL POR MENOR DE INSTRUMENTOS MEDICOS Y ORTOPEDICOS,10,7,-30,-3
CENTRO,COMERCIO AL POR MENOR DE INSTRUMENTOS MUSICALES,22,22,0,0
CENTRO,"COMERCIO AL POR MENOR DE JOYAS, RELOJERIA Y BISUTERIA",220,203,-7.727272727272727,-17
CENTRO,COMERCIO AL POR MENOR DE JUEGOS Y JUGUETES,30,23,-23.333333333333332,-7
CENTRO,"COMERCIO AL POR MENOR DE LECHE, PRODUCTOS LACTEOS Y BEBIDAS REFRESCANTES",6,8,33.33333333333333,2
CENTRO,COMERCIO AL POR MENOR DE LIBROS,128,128,0,0
CENTRO,COMERCIO AL POR MENOR DE MAQUINARIA Y EQUIPOS DE OFICINA,1,1,0,0
CENTRO,"COMERCIO AL POR MENOR DE MASAS Y PATATAS FRITAS, CHURRERIA CON OBRADOR",7,12,71.42857142857143,5
CENTRO,"COMERCIO AL POR MENOR DE MASAS Y PATATAS FRITAS, CHURRERIA SIN OBRADOR",1,1,0,0
CENTRO,COMERCIO AL POR MENOR DE MATERIAL DE OPTICA,36,35,-2.7777777777777777,-1
CENTRO,COMERCIO AL POR MENOR DE MATERIAL ELECTRICO,6,9,50,3
CENTRO,COMERCIO AL POR MENOR DE MATERIAL ELECTRONICO,16,14,-12.5,-2
CENTRO,COMERCIO AL POR MENOR DE MATERIAL FOTOGRAFICO Y FOTOGRAFIA,15,18,20,3
CENTRO,COMERCIO AL POR MENOR DE MATERIALES DE CONSTRUCCION,10,10,0,0
CENTRO,COMERCIO AL POR MENOR DE MENAJE DEL HOGAR,16,17,6.25,1
CENTRO,COMERCIO AL POR MENOR DE MUEBLES,81,97,19.753086419753085,16
CENTRO,COMERCIO AL POR MENOR DE MUEBLES DE COCINA,4,7,75,3
CENTRO,COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA CON OBRADOR,64,58,-9.375,-6
CENTRO,COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,39,58,48.717948717948715,19
CENTRO,"COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-BARRA DEGUSTACION",51,74,45.09803921568628,23
CENTRO,"COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA SIN OBRADOR",15,24,60,9
CENTRO,"COMERCIO AL POR MENOR DE PERIODICOS, REVISTAS Y ARTICULOS DE PAPELERIA",66,47,-28.78787878787879,-19
CENTRO,COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS CON OBRADOR (INCLUYE COCCION),12,13,8.333333333333332,1
CENTRO,COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,46,46,0,0
CENTRO,COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,838,831,-0.8353221957040573,-7
CENTRO,COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,91,125,37.362637362637365,34
CENTRO,"COMERCIO AL POR MENOR DE PRODUCTOS AUDIOVISUALES EN ESTABLECIMIENTOS ESPECIALIZADOS (CD,DVD,â€¦)",15,14,-6.666666666666667,-1
CENTRO,COMERCIO AL POR MENOR DE PRODUCTOS DE DROGUERIA,33,31,-6.0606060606060606,-2
CENTRO,COMERCIO AL POR MENOR DE PRODUCTOS DE HERBOLARIO,38,39,2.631578947368421,1
CENTRO,"COMERCIO AL POR MENOR DE PRODUCTOS DE PRECIO UNICO, BAZARES Y ASIMILABLES",127,158,24.409448818897637,31
CENTRO,COMERCIO AL POR MENOR DE PRODUCTOS DE TELEFONIA Y TELECOMUNICACIONES,60,60,0,0
CENTRO,COMERCIO AL POR MENOR DE PRODUCTOS PARAFARMACEUTICOS,2,6,200,4
CENTRO,"COMERCIO AL POR MENOR DE PUERTAS, VENTANAS Y PERSIANAS",11,10,-9.090909090909092,-1
CENTRO,COMERCIO AL POR MENOR DE SANEAMIENTOS,6,6,0,0
CENTRO,"COMERCIO AL POR MENOR DE SELLOS, MONEDAS Y MEDALLAS",32,32,0,0
CENTRO,"COMERCIO AL POR MENOR DE SEMILLAS, ABONOS, PLANTAS Y FLOR CORTADA",42,44,4.761904761904762,2
CENTRO,COMERCIO AL POR MENOR DE TABACOS Y ARTICULOS DE FUMADOR,52,51,-1.9230769230769231,-1
CENTRO,COMERCIO AL POR MENOR DE TEXTILES PARA EL HOGAR,72,60,-16.666666666666664,-12
CENTRO,COMERCIO AL POR MENOR DE VINOS Y ALCOHOLES (BODEGA) CON CONSUMO,62,55,-11.29032258064516,-7
CENTRO,COMERCIO AL POR MENOR DE VINOS Y ALCOHOLES (BODEGA) SIN CONSUMO,34,41,20.588235294117645,7
CENTRO,"COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",197,241,22.33502538071066,44
CENTRO,"COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (GRANDES SUPERFICIES)",13,1,-92.3076923076923,-12
CENTRO,"COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, SIN PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO",27,47,74.07407407407408,20
CENTRO,COMERCIO AL POR MENOR EN TIENDAS DE BRICOLAJE,3,5,66.66666666666666,2
CENTRO,"COMERCIO AL POR MENOR POR CORRESPONDENCIA, INTERNET, A DOMICILIO",5,12,140,7
CENTRO,COMERCIO DE RESPUESTOS Y ACCESORIOS DE VEHICULOS DE MOTOR,2,2,0,0
CENTRO,COMERCIO DE VEHICULOS DE MOTOR NUEVOS,4,4,0,0
CENTRO,COMERCIO DE VEHICULOS DE MOTOR USADOS,1,1,0,0
CENTRO,COMPRAVENTA DE BIENES INMOBILIARIOS POR CUENTA PROPIA,5,4,-20,-1
CENTRO,CONFECCION DE PRENDAS DE VESTIR DE PUNTO,2,2,0,0
CENTRO,CONFECCION PRENDAS DE VESTIR (INCLUIDO CUERO Y EXCLUIDA LA PELETERIA Y LAS PRENDAS DE PUNTO),30,28,-6.666666666666667,-2
CENTRO,CONSTRUCCION DE EDIFICIOS,12,8,-33.33333333333333,-4
CENTRO,CONSULTA DE ESTOMATOLOGOS Y ODONTOLOGOS,16,23,43.75,7
CENTRO,CONSULTA DE MEDICINA GENERAL Y ESPECIALIDADES,12,12,0,0
CENTRO,CONSULTA DE OPTICOS-OPTOMETRISTAS,4,5,25,1
CENTRO,CONSULTA DE PODOLOGIA,7,9,28.57142857142857,2
CENTRO,CONSULTA DE PROTESICOS E HIGIENISTAS DENTALES,8,9,12.5,1
CENTRO,CONSULTORIO VETERINARIO CON TRATAMIENTO HIGIENICO ANIMAL,5,4,-20,-1
CENTRO,DEPOSITO Y ALMACENAMIENTO,24,34,41.66666666666667,10
CENTRO,DESPACHO DE ESTOMATOLOGO Y ODONTOLOGO,3,2,-33.33333333333333,-1
CENTRO,DESPACHO DE FISIOTERAPEUTAS,3,6,100,3
CENTRO,DESPACHO DE OPTICOS-OPTOMETRISTAS,2,2,0,0
CENTRO,DESPACHO DE PODOLOGOS,2,2,0,0
CENTRO,"DESPACHO PROFESIONAL DE ACTIVIDADES ECONOMICAS (CONTABILIDAD, AUDITORIA Y ASESORIA FISCAL)",7,8,14.285714285714285,1
CENTRO,DESPACHO PROFESIONAL DE ACTIVIDADES JURIDICAS,2,2,0,0
CENTRO,DESPACHO PROFESIONAL DE ARQUITECTURA E INGENIERIA,11,11,0,0
CENTRO,DISCOTECAS Y SALAS DE BAILE,49,48,-2.0408163265306123,-1
CENTRO,"EDICION DE LIBROS, PERIODICOS Y OTRAS ACTIVIDADES EDITORIALES",14,13,-7.142857142857142,-1
CENTRO,EDUCACION TERCIARIA NO UNIVERSITARIA,3,2,-33.33333333333333,-1
CENTRO,EDUCACION UNIVERSITARIA PRIVADA,5,6,20,1
CENTRO,EDUCACION UNIVERSITARIA PUBLICA,9,8,-11.11111111111111,-1
CENTRO,ELABORACION DE HELADOS,2,2,0,0
CENTRO,ENCUADERNACION Y SERVICIOS RELACIONADOS CON LA MISMA,13,12,-7.6923076923076925,-1
CENTRO,ENSEÑANZA DE IDIOMAS,9,11,22.22222222222222,2
CENTRO,"ENSEÑANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",118,146,23.728813559322035,28
CENTRO,ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,75,126,68,51
CENTRO,ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS SIN OBRADOR,29,34,17.24137931034483,5
CENTRO,EXPLOTACIONES AGRICOLAS,1,1,0,0
CENTRO,FABRICACION ARTICULOS DE FERRETERIA,1,1,0,0
CENTRO,"FABRICACION DE ARTICULOS DE JOYERIA, BISUTERIA Y SIMILARES",9,9,0,0
CENTRO,FABRICACION DE ARTICULOS DE PELETERIA,1,1,0,0
CENTRO,FABRICACION DE BEBIDAS,2,1,-50,-1
CENTRO,FABRICACION DE CALZADO,3,3,0,0
CENTRO,FABRICACION DE INSTRUMENTOS MUSICALES,14,13,-7.142857142857142,-1
CENTRO,FABRICACION DE INSTRUMENTOS Y SUMINISTROS MEDICOS Y ODONTOLOGICOS,3,4,33.33333333333333,1
CENTRO,FABRICACION DE MATERIAL Y EQUIPO ELECTRICO (EXCEPTO ORDENADORES),1,1,0,0
CENTRO,FABRICACION DE MUEBLES (INCLUIDOS COLCHONES),5,3,-40,-2
CENTRO,FABRICACION DE OTRO MATERIAL DE TRANSPORTE,1,1,0,0
CENTRO,FABRICACION DE PRODUCTOS DE CAUCHO Y PLASTICOS,3,3,0,0
CENTRO,FABRICACION DE PRODUCTOS DE PANADERIA Y PASTELERIA,5,6,20,1
CENTRO,"FABRICACION DE PRODUCTOS MINERALES NO METALICOS (HORMIGON, CEMENTO, MORTERO, CAL, YESO, LADRILLOS, CERAMICA)",1,2,100,1
CENTRO,"FABRICACION DE TEJIDOS TEXTILES, ALFOMBRAS, CUERDAS Y OTROS PRODUCTOS TEXTILES (EXCEPTO PRENDAS DE VESTIR)",4,2,-50,-2
CENTRO,FABRICACION DE VAJILLAS Y ARTICULOS PARA EL HOGAR,1,1,0,0
CENTRO,FABRICACION DE VIDRIO Y PRODUCTOS DERIVADOS,3,3,0,0
CENTRO,FABRICACION O ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS N.C.O.P.,2,2,0,0
CENTRO,FARMACIA,114,116,1.7543859649122806,2
CENTRO,FISIOTERAPEUTAS Y OTRAS ACTIVIDADES SANITARIAS,15,17,13.333333333333334,2
CENTRO,GESTION DE INSTALACIONES DEPORTIVAS,2,1,-50,-1
CENTRO,HOSTALES,15,21,40,6
CENTRO,HOTELES Y MOTELES CON RESTAURANTE,101,109,7.920792079207921,8
CENTRO,HOTELES Y MOTELES SIN RESTAURANTE,21,26,23.809523809523807,5
CENTRO,IMPRENTA,24,21,-12.5,-3
CENTRO,"INDUSTRIA DE LA MADERA Y CORCHO (EXCEPTO MUEBLES), CESTERIA Y ESPARTERIA",13,14,7.6923076923076925,1
CENTRO,INDUSTRIA DEL PAPEL,1,1,0,0
CENTRO,INDUSTRIAS MANUFACTURERAS N.C.O.P.,4,5,25,1
CENTRO,INGENIERIA CIVIL,2,1,-50,-1
CENTRO,INSTALACION DE MAQUINAS Y EQUIPOS INDUSTRIALES,1,1,0,0
CENTRO,"INSTALACIONES ELECTRICAS, DE FONTANERIA Y OTRAS EN OBRAS DE CONSTRUCCION",54,53,-1.8518518518518516,-1
CENTRO,INSTITUTO DE BELLEZA,18,22,22.22222222222222,4
CENTRO,"INTERMEDIACION MONETARIA: BANCOS, CAJAS DE AHORRO",174,140,-19.54022988505747,-34
CENTRO,"INTERMEDIARIO DEL COMERCIO DE PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO",1,2,100,1
CENTRO,INTERMEDIARIOS DEL COMERCIO DE MUEBLES,4,5,25,1
CENTRO,"INTERMEDIARIOS DEL COMERCIO DE TEXTILES, PRENDAS DE VESTIR, PELETERIA, CALZADO Y ARTICULOS DE CUERO",19,25,31.57894736842105,6
CENTRO,INTERMEDIARIOS DEL COMERCIO ESPECIALIZADOS EN LA VENTA DE OTROS PRODUCTOS ESPECIFICOS,4,3,-25,-1
CENTRO,INVESTIGACION Y DESARROLLO,1,1,0,0
CENTRO,"JUEGOS DE AZAR Y APUESTAS DE GESTION PRIVADA (BINGOS, CASINOS, MAQUINAS TRAGAPERRAS)",24,23,-4.166666666666666,-1
CENTRO,JUEGOS DE AZAR Y APUESTAS DE GESTION PUBLICA O O AUTORIZACION ESPECIAL (ESTADO Y ONCE),45,50,11.11111111111111,5
CENTRO,LAVADO Y LIMPIEZA DE PRENDAS TEXTILES Y DE PIEL,30,43,43.333333333333336,13
CENTRO,LOCAL SIN ACTIVIDAD,34,109,220.58823529411765,75
CENTRO,LOCALES DE EXHIBICIONES EROTICAS,3,2,-33.33333333333333,-1
CENTRO,LOCUTORIOS,100,90,-10,-10
CENTRO,"MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO, INCLUIDO EL FERROVIARIO",1,1,0,0
CENTRO,MANTENIMIENTO Y REPARACION DE MOTOCICLETAS Y VENTA DE SUS REPUESTOS Y ACCESORIOS,13,12,-7.6923076923076925,-1
CENTRO,MANTENIMIENTO Y REPARACION DE VEHICULOS DE MOTOR N.C.O.P.,4,4,0,0
CENTRO,ORGANIZACION DE CONVENCIONES Y FERIAS DE MUESTRAS,4,5,25,1
CENTRO,OTRAS ACTIVIDADES ASOCIATIVAS N.C.O.P.,71,90,26.76056338028169,19
CENTRO,"OTRAS ACTIVIDADES DE CONSTRUCCION ESPECIALIZADA (CONSTRUCCION DE CUBIERTAS, CIMENTACION, PISCINAS)",4,3,-25,-1
CENTRO,"OTRAS ACTIVIDADES PROFESIONALES, CIENTIFICAS Y TECNICAS N.C.O.P.",15,16,6.666666666666667,1
CENTRO,"OTRAS SERVICIOS PERSONALES (ASTROLOGIA, AGENCIAS DE CONTACTOS) N.C.O.P.",2,4,100,2
CENTRO,OTRO COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS (PERECEDEROS Y NO PERECEDEROS) CON VENDEDOR N.C.O.P.,118,136,15.254237288135593,18
CENTRO,OTRO COMERCIO AL POR MENOR DEL ARTICULOS NUEVOS N.C.O.P.,194,219,12.886597938144329,25
CENTRO,OTROS ACTIVIDADES DE SERVICIOS SOCIALES (LABORES DE ASESORAMIENTO Y ORIENTACION) SIN ALOJAMIENTO N.C.O.P.,28,28,0,0
CENTRO,"OTROS SERVICIOS DE COMIDAS EN INSTALACIONES DEPORTIVAS, OFICINAS, EMPRESAS O SIMILARES",4,3,-25,-1
CENTRO,"OTROS SERVICIOS FINANCIEROS(ARRENDAMIENTO FINANCIERO, PRESTAMOS POR ENTIDADES NO FINANCIERAS), EXCEPTO SEGUROS Y FONDOS DE PENSIONES",3,2,-33.33333333333333,-1
CENTRO,PENSIONES,3,3,0,0
CENTRO,"PREPARACION, CURTIDO Y ACABADO DEL CUERO. FABRICACION DE ARTICULOS DE MARROQUINERIA, VIAJE, GUARNICIONERIA Y TALABARTERIA. PREPARACION Y TEÑIDO DE PIELES",11,12,9.090909090909092,1
CENTRO,PROCESADO Y CONSERVACION DE PLATOS PREPARADOS O PRECOCINADOS Y DIETETICOS,1,1,0,0
CENTRO,"PRODUCCION, TRANSPORTE Y DISTRIBUCION DE ENERGIA ELECTRICA Y GAS",1,1,0,0
CENTRO,PROGRAMACION Y CONSULTORIA INFORMATICA Y TECNOLOGIAS DE LA INFORMACION,7,8,14.285714285714285,1
CENTRO,PROMOCION INMOBILIARIA,10,10,0,0
CENTRO,"PUBLICIDAD, RELACIONES PUBLICAS Y ESTUDIOS DE MERCADO",33,34,3.0303030303030303,1
CENTRO,REASEGUROS,4,3,-25,-1
CENTRO,REPARACION DE BICICLETAS,2,2,0,0
CENTRO,REPARACION DE CALZADO,21,21,0,0
CENTRO,REPARACION DE ORDENADORES Y EQUIPOS DE COMUNICACION,4,9,125,5
CENTRO,REPARACION DE OTROS EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO N.C.O.P.,49,42,-14.285714285714285,-7
CENTRO,REPRODUCCION DE SOPORTES GRABADOS,2,2,0,0
CENTRO,RESTAURANTE,737,724,-1.7639077340569878,-13
CENTRO,RESTAURANTES DE COMIDA RAPIDA,103,90,-12.62135922330097,-13
CENTRO,SALA DE EXPOSICIONES Y GALERIAS DE ARTE CON VENTA,76,79,3.9473684210526314,3
CENTRO,SALAS DE FIESTA CON RESTAURACION,2,5,150,3
CENTRO,SALAS DE FIESTA SIN RESTAURACION,8,10,25,2
CENTRO,SALONES DE BANQUETES Y PROVISION COMIDAS PARA EVENTOS,4,4,0,0
CENTRO,SALONES DE RECREO Y DIVERSION Y OTRAS ACTIVIDADES RECREATIVAS,14,14,0,0
CENTRO,SEGUROS,14,11,-21.428571428571427,-3
CENTRO,SERIGRAFIA Y SERVICIOS DE PREIMPRESION Y PREPARACION DE SOPORTES,6,8,33.33333333333333,2
CENTRO,SERVICIO DE PELUQUERIA,288,311,7.986111111111111,23
CENTRO,"SERVICIOS DE MENSAJERIA, ACTIVIDADES POSTALES Y DE CORREOS",22,22,0,0
CENTRO,SERVICIOS FOTOGRAFICOS,7,6,-14.285714285714285,-1
CENTRO,SERVICIOS INTEGRALES A EDIFICIOS E INSTALACIONES,3,5,66.66666666666666,2
CENTRO,"SERVICIOS PARASANITARIOS (NATUROPATIA, ACUPUNTURA, HOMEOPATIA)",9,7,-22.22222222222222,-2
CENTRO,SERVICIOS TECNICOS DE ARQUITECTURA E INGENIERIA. ENSAYOS Y ANALISIS TECNICOS,27,32,18.51851851851852,5
CENTRO,SEX-SHOP,13,9,-30.76923076923077,-4
CENTRO,SIN ASIGNAR,1,15,1400,14
CENTRO,"SITUADOS: COMPLEMENTOS, BISUTERIA Y ARTESANIA",7,13,85.71428571428571,6
CENTRO,TABERNA,79,73,-7.59493670886076,-6
CENTRO,TALLER DE MONTAJE DE ACCESORIOS PARA EL AUTOMOVIL,1,1,0,0
CENTRO,TALLER DE REPARACION DE AUTOMOVILES ESPECIALIZADO EN CHAPA Y PINTURA,11,10,-9.090909090909092,-1
CENTRO,TALLER DE REPARACION DE AUTOMOVILES ESPECIALIZADO EN MECANICA Y ELECTRICIDAD,7,8,14.285714285714285,1
CENTRO,TAPICERIA,11,9,-18.181818181818183,-2
CENTRO,TEATRO Y ACTIVIDADES ESCENICAS REALIZADAS EN DIRECTO,33,35,6.0606060606060606,2
CENTRO,TELECOMUNICACIONES,10,8,-20,-2
CENTRO,TIENDA DE CONVENIENCIA (24H),3,3,0,0
CENTRO,"TRANSPORTE TERRESTRE URBANO (AUTOBUS, METRO, TAXI) O INTERURBANO (EXCEPTO POR FERROCARRIL)",1,1,0,0
CENTRO,TRATAMIENTO HIGIENICO DE ANIMALES (PELUQUERIAS),10,7,-30,-3
CENTRO,VENDEDOR AMBULANTE DE ALIMENTOS PREPARADOS PARA SU CONSUMO INMEDIATO,2,2,0,0
CENTRO,VENTA DE MOTOCICLETAS,2,2,0,0
CENTRO,VIDEOCLUB,9,6,-33.33333333333333,-3
CENTRO,NA,13,16,23.076923076923077,3
USERA,"ACABADO DE EDIFICIOS (CARPINTERIA, REVOCAMIENTO, REVESTIMIENTO DE SUELOS Y PAREDES,  PINTURA, ACRISTALAMIENTO)",10,10,0,0
USERA,ACTIVIDADES ADMINISTRATIVAS Y AUXILIARES DE OFICINA Y SERVICIOS DE REPROGRAFIA,26,37,42.30769230769231,11
USERA,ACTIVIDADES ANEXAS AL TRANSPORTE,2,3,50,1
USERA,ACTIVIDADES AUXILIARES A SEGUROS Y FONDOS DE PENSIONES,6,5,-16.666666666666664,-1
USERA,"ACTIVIDADES CINEMATOGRAFICAS, DE VIDEO Y DE TELEVISION (PRODUCCION, DISTRIBUCION Y EXHIBICION)",2,2,0,0
USERA,"ACTIVIDADES DE APOYO A LAS EMPRESAS N.C.O.P. (AGENCIAS DE COBROS, ENVASADO Y EMPAQUETADO)",2,4,100,2
USERA,"ACTIVIDADES DE BIBLIOTECAS, ARCHIVOS, MUSEOS Y DE GALERIAS Y SALAS DE EXPOSICIONES SIN VENTA",9,9,0,0
USERA,ACTIVIDADES DE CLUBES DEPORTIVOS Y OTRAS ACTIVIDADES DEPORTIVAS,5,4,-20,-1
USERA,"ACTIVIDADES DE CONTABILIDAD, TENEDURIA, AUDITORIA Y ASESORIA FISCAL",28,25,-10.714285714285714,-3
USERA,ACTIVIDADES DE DISEÑO ESPECIALIZADO,1,1,0,0
USERA,ACTIVIDADES DE GRABACION DE SONIDO Y EDICION MUSICAL,1,1,0,0
USERA,ACTIVIDADES DE LAS SEDES CENTRALES,3,3,0,0
USERA,ACTIVIDADES DE LIMPIEZA,12,12,0,0
USERA,ACTIVIDADES DE LOS GIMNASIOS,7,10,42.857142857142854,3
USERA,ACTIVIDADES DE ORGANIZACIONES POLITICAS,4,4,0,0
USERA,ACTIVIDADES DE ORGANIZACIONES RELIGIOSAS,42,50,19.047619047619047,8
USERA,ACTIVIDADES DE PROGRAMACION Y EMISION DE RADIO Y TELEVISION,2,1,-50,-1
USERA,ACTIVIDADES DE SEGURIDAD PRIVADA,1,1,0,0
USERA,ACTIVIDADES DE SERVICIOS SOCIALES SIN ALOJAMIENTO PARA PERSONAS MAYORES Y DISCAPACITADOS,19,14,-26.31578947368421,-5
USERA,ACTIVIDADES HOSPITALARIAS,1,1,0,0
USERA,"ACTIVIDADES INMOBILIARIAS (COMPRAVENTA, ALQUILER, AGENTES PROPIEDAD)",13,21,61.53846153846154,8
USERA,ACTIVIDADES JURIDICAS,4,4,0,0
USERA,ADMINISTRACION PUBLICA Y DEFENSA. SEGURIDAD SOCIAL OBLIGATORIA,16,16,0,0
USERA,"AGENCIAS DE VIAJES,  OPERADORES TURISTICOS Y SERVICIOS DE RESERVAS",15,16,6.666666666666667,1
USERA,ALBERGUES JUVENILES Y OTROS ALOJAMIENTOS TURISTICOS DE CORTA ESTANCIA,1,1,0,0
USERA,ALMACEN DE DISTRIBUCION DE PRODUCTOS ALIMENTICIOS,2,3,50,1
USERA,ALQUILER DE BIENES INMOBILIARIOS POR CUENTA PROPIA,2,2,0,0
USERA,ALQUILER DE EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO,2,1,-50,-1
USERA,ALQUILER DE VEHICULOS DE MOTOR,2,2,0,0
USERA,ALQUILER MAQUINARIA Y EQUIPO DE CONSTRUCCION,2,2,0,0
USERA,APARCAMIENTOS PRIVADOS,8,13,62.5,5
USERA,APARCAMIENTOS PUBLICOS,3,3,0,0
