desc_distrito_local,desc_epigrafe,count_2015,count_2018,diff_perc,diff
USERA,ARREGLO DE ROPA,17,18,5.88235294117647,1
USERA,"ASISTENCIA EN ESTABLECIMIENTOS RESIDENCIALES PARA MAYORES, DISCAPACITADOS, DROGODEPENDIENTES, CENTROS DE CONVALECENCIA, PERSONAS SIN HOGAR",29,29,0,0
USERA,AUTOESCUELA,23,23,0,0
USERA,AUTOSERVICIO DE RESTAURACION,1,1,0,0
USERA,BAR CON COCINA,214,218,1.8691588785046727,4
USERA,BAR ESPECIAL CON ACTUACIONES,3,4,33.33333333333333,1
USERA,BAR ESPECIAL SIN ACTUACIONES,31,26,-16.129032258064516,-5
USERA,BAR RESTAURANTE,100,115,15,15
USERA,BAR SIN COCINA,48,64,33.33333333333333,16
USERA,CAFETERIA,63,71,12.698412698412698,8
USERA,CAMBIO Y ENVIO DE MONEDA,9,8,-11.11111111111111,-1
USERA,CARPINTERIA Y EBANISTERIA,7,8,14.285714285714285,1
USERA,CENTRO DE EDUCACION DE PERSONAS ADULTAS (CEPA),3,4,33.33333333333333,1
USERA,CENTRO DE ESTETICA,26,44,69.23076923076923,18
USERA,CENTRO DE INFANTIL Y PRIMARIA PUBLICO,13,18,38.46153846153847,5
USERA,"CENTRO DE PRIMARIA, SECUNDARIA, BACHILLERATO Y/O FP PRIVADO",1,2,100,1
USERA,"CENTRO PRIV.CONCERTADO DE PRIMARIA, SECUND., BACHILL. Y/O FP",11,9,-18.181818181818183,-2
USERA,"CENTRO PUBLICO DE SECUNDARIA, BACHILLERATO Y/O FP",7,7,0,0
USERA,CENTROS DE BRONCEADO,12,11,-8.333333333333332,-1
USERA,CENTROS DE FOTODEPILACION,5,8,60,3
USERA,CENTROS DE JUEGOS O CELEBRACIONES INFANTILES CON COCINA,1,1,0,0
USERA,CENTROS DE JUEGOS O CELEBRACIONES INFANTILES SIN COCINA,2,5,150,3
USERA,CENTROS DE TATUAJE Y/O ANILLADO,4,6,50,2
USERA,CENTROS PRIVADOS CONCERTADOS EDUC INFANTIL Y EDUC PRIMARIA,10,8,-20,-2
USERA,CENTROS PUBLICOS DE EDUCACION PRIMARIA,4,4,0,0
USERA,CHOCOLATERIA/SALON DE TE Y HELADERIA,1,4,300,3
USERA,CLINICA VETERINARIA CON TRATAMIENTO HIGIENICO,3,4,33.33333333333333,1
USERA,CLINICA VETERINARIA SIN TRATAMIENTO HIGIENICO,1,1,0,0
USERA,CLINICAS MEDICAS,10,12,20,2
USERA,COMERCIO AL MAYOR CON ALMACEN,1,4,300,3
USERA,"COMERCIO AL POR MAYOR DE AZUCAR, CHOCOLATE Y CONFITERIA",1,1,0,0
USERA,COMERCIO AL POR MAYOR DE ENVASES Y EMBALAJES,1,1,0,0
USERA,COMERCIO AL POR MAYOR DE HUEVOS Y DERIVADOS,3,3,0,0
USERA,COMERCIO AL POR MAYOR DE INSTRUMENTOS MEDICOS Y ORTOPEDICOS,3,3,0,0
USERA,"COMERCIO AL POR MAYOR DE MAQUINARIA, EQUIPO DE  OFICINA Y SUMINISTROS",19,19,0,0
USERA,COMERCIO AL POR MAYOR DE MATERIAL Y APARATOS ELECTRONICOS PARA LAS TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES,4,5,25,1
USERA,"COMERCIO AL POR MAYOR DE METALES FERREOS Y NO FERREOS, MATERIAL DE CONSTRUCCION, PAPEL Y CARTON",5,6,20,1
USERA,COMERCIO AL POR MAYOR DE MUEBLES,1,1,0,0
USERA,"COMERCIO AL POR MAYOR DE PERFUMERIA,COSMETICA, DROGUERIA Y LIMPIEZA",5,7,40,2
USERA,"COMERCIO AL POR MAYOR DE PRENDAS DE VESTIR, CALZADO Y ARTICULOS DE CUERO",7,6,-14.285714285714285,-1
USERA,COMERCIO AL POR MAYOR DE TEXTILES,5,6,20,1
USERA,"COMERCIO AL POR MAYOR FRUTAS, VERDURAS Y DERIVADOS",1,1,0,0
USERA,COMERCIO AL POR MENOR CON MAQUINAS EXPENDEDORAS,1,1,0,0
USERA,"COMERCIO AL POR MENOR DE  PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-SIN BARRA DEGUSTACION",12,17,41.66666666666667,5
USERA,"COMERCIO AL POR MENOR DE ALFOMBRAS, MOQUETAS Y REVESTIMIENTOS DE PAREDES Y SUELOS EN ESTABLECIMIENTOS ESPECIALIZADOS",4,5,25,1
USERA,COMERCIO AL POR MENOR DE APARATOS DE ILUMINACION,2,1,-50,-1
USERA,COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA,20,17,-15,-3
USERA,COMERCIO AL POR MENOR DE ARTICULOS DE PERFUMERIA Y COSMETICA,27,33,22.22222222222222,6
USERA,COMERCIO AL POR MENOR DE ARTICULOS DE SEGUNDA MANO,13,12,-7.6923076923076925,-1
USERA,COMERCIO AL POR MENOR DE ARTICULOS DE USO DOMESTICO EN ESTABLECIMIENTO ESPECIALIZADO,12,8,-33.33333333333333,-4
USERA,COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,5,8,60,3
USERA,COMERCIO AL POR MENOR DE ARTICULOS ORTOPEDICOS,4,5,25,1
USERA,"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA CON OBRADOR",3,3,0,0
USERA,"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",28,34,21.428571428571427,6
USERA,COMERCIO AL POR MENOR DE BICICLETAS,3,4,33.33333333333333,1
USERA,"COMERCIO AL POR MENOR DE CAFE, INFUSIONES Y CHOCOLATE",2,4,100,2
USERA,COMERCIO AL POR MENOR DE CALZADO Y ARTICULOS DE CUERO EN ESTABLECIMIENTOS ESPECIALIZADOS,30,41,36.666666666666664,11
USERA,COMERCIO AL POR MENOR DE CARNICERIA,33,34,3.0303030303030303,1
USERA,COMERCIO AL POR MENOR DE CARNICERIA-CHARCUTERIA,20,28,40,8
USERA,COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA,5,17,240,12
USERA,COMERCIO AL POR MENOR DE CASQUERIA,10,11,10,1
USERA,COMERCIO AL POR MENOR DE CHARCUTERIA,33,34,3.0303030303030303,1
USERA,COMERCIO AL POR MENOR DE COLCHONERIA,3,2,-33.33333333333333,-1
USERA,COMERCIO AL POR MENOR DE COMBUSTIBLE PARA LA AUTOMOCION EN ESTABLECIMIENTOS ESPECIALIZADOS,4,5,25,1
USERA,COMERCIO AL POR MENOR DE CONGELADOS,13,11,-15.384615384615385,-2
USERA,COMERCIO AL POR MENOR DE ELECTRODOMESTICOS,4,3,-25,-1
USERA,COMERCIO AL POR MENOR DE EQUIPOS O APARATOS AUDIOVISUALES,1,3,200,2
USERA,COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,99,96,-3.0303030303030303,-3
USERA,COMERCIO AL POR MENOR DE FRUTOS SECOS Y VARIANTES,24,23,-4.166666666666666,-1
USERA,COMERCIO AL POR MENOR DE GOLOSINAS,1,3,200,2
USERA,COMERCIO AL POR MENOR DE HELADOS CON OBRADOR CON BARRA DE DEGUSTACION,1,3,200,2
USERA,COMERCIO AL POR MENOR DE HELADOS SIN OBRADOR,2,4,100,2
USERA,COMERCIO AL POR MENOR DE INSTRUMENTOS MEDICOS Y ORTOPEDICOS,1,1,0,0
USERA,"COMERCIO AL POR MENOR DE JOYAS, RELOJERIA Y BISUTERIA",25,34,36,9
USERA,COMERCIO AL POR MENOR DE JUEGOS Y JUGUETES,4,5,25,1
USERA,"COMERCIO AL POR MENOR DE LECHE, PRODUCTOS LACTEOS Y BEBIDAS REFRESCANTES",6,5,-16.666666666666664,-1
USERA,COMERCIO AL POR MENOR DE LIBROS,3,5,66.66666666666666,2
USERA,COMERCIO AL POR MENOR DE MAQUINARIA Y EQUIPOS DE OFICINA,5,4,-20,-1
USERA,"COMERCIO AL POR MENOR DE MASAS Y PATATAS FRITAS, CHURRERIA CON OBRADOR",8,7,-12.5,-1
USERA,COMERCIO AL POR MENOR DE MATERIAL DE OPTICA,20,24,20,4
USERA,COMERCIO AL POR MENOR DE MATERIAL ELECTRICO,6,4,-33.33333333333333,-2
USERA,COMERCIO AL POR MENOR DE MATERIAL ELECTRONICO,11,13,18.181818181818183,2
USERA,COMERCIO AL POR MENOR DE MATERIAL FOTOGRAFICO Y FOTOGRAFIA,10,9,-10,-1
USERA,COMERCIO AL POR MENOR DE MATERIALES DE CONSTRUCCION,2,3,50,1
USERA,COMERCIO AL POR MENOR DE MENAJE DEL HOGAR,2,4,100,2
USERA,COMERCIO AL POR MENOR DE MUEBLES,11,12,9.090909090909092,1
USERA,COMERCIO AL POR MENOR DE MUEBLES DE COCINA,7,7,0,0
USERA,COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA CON OBRADOR,27,30,11.11111111111111,3
USERA,COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,16,17,6.25,1
USERA,"COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-BARRA DEGUSTACION",10,17,70,7
USERA,"COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA SIN OBRADOR",3,5,66.66666666666666,2
USERA,"COMERCIO AL POR MENOR DE PERIODICOS, REVISTAS Y ARTICULOS DE PAPELERIA",23,24,4.3478260869565215,1
USERA,COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,34,32,-5.88235294117647,-2
USERA,COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS,106,149,40.56603773584906,43
USERA,COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,14,31,121.42857142857142,17
USERA,COMERCIO AL POR MENOR DE PRODUCTOS DE DROGUERIA,15,15,0,0
USERA,COMERCIO AL POR MENOR DE PRODUCTOS DE HERBOLARIO,16,19,18.75,3
USERA,"COMERCIO AL POR MENOR DE PRODUCTOS DE PRECIO UNICO, BAZARES Y ASIMILABLES",51,59,15.686274509803921,8
USERA,COMERCIO AL POR MENOR DE PRODUCTOS DE TELEFONIA Y TELECOMUNICACIONES,22,24,9.090909090909092,2
USERA,COMERCIO AL POR MENOR DE PRODUCTOS PARAFARMACEUTICOS,5,8,60,3
USERA,"COMERCIO AL POR MENOR DE PUERTAS, VENTANAS Y PERSIANAS",7,8,14.285714285714285,1
USERA,COMERCIO AL POR MENOR DE SANEAMIENTOS,9,9,0,0
USERA,"COMERCIO AL POR MENOR DE SEMILLAS, ABONOS, PLANTAS Y FLOR CORTADA",7,9,28.57142857142857,2
USERA,COMERCIO AL POR MENOR DE TABACOS Y ARTICULOS DE FUMADOR,20,20,0,0
USERA,COMERCIO AL POR MENOR DE TEXTILES PARA EL HOGAR,15,16,6.666666666666667,1
USERA,COMERCIO AL POR MENOR DE VINOS Y ALCOHOLES (BODEGA) CON CONSUMO,1,2,100,1
USERA,COMERCIO AL POR MENOR DE VINOS Y ALCOHOLES (BODEGA) SIN CONSUMO,5,4,-20,-1
USERA,"COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",76,93,22.36842105263158,17
USERA,"COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (GRANDES SUPERFICIES)",2,4,100,2
USERA,"COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, SIN PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO",6,10,66.66666666666666,4
USERA,COMERCIO AL POR MENOR EN TIENDAS DE BRICOLAJE,4,4,0,0
USERA,"COMERCIO AL POR MENOR POR CORRESPONDENCIA, INTERNET, A DOMICILIO",2,3,50,1
USERA,COMERCIO DE RESPUESTOS Y ACCESORIOS DE VEHICULOS DE MOTOR,15,15,0,0
USERA,COMERCIO DE VEHICULOS DE MOTOR NUEVOS,10,5,-50,-5
USERA,COMERCIO DE VEHICULOS DE MOTOR USADOS,9,9,0,0
USERA,CONFECCION DE PRENDAS DE VESTIR DE PUNTO,4,3,-25,-1
USERA,CONFECCION PRENDAS DE VESTIR (INCLUIDO CUERO Y EXCLUIDA LA PELETERIA Y LAS PRENDAS DE PUNTO),32,34,6.25,2
USERA,CONSTRUCCION DE EDIFICIOS,21,20,-4.761904761904762,-1
USERA,CONSULTA DE ESTOMATOLOGOS Y ODONTOLOGOS,25,29,16,4
USERA,CONSULTA DE MEDICINA GENERAL Y ESPECIALIDADES,9,8,-11.11111111111111,-1
USERA,CONSULTA DE OPTICOS-OPTOMETRISTAS,2,3,50,1
USERA,CONSULTA DE PODOLOGIA,3,5,66.66666666666666,2
USERA,CONSULTA DE PROTESICOS E HIGIENISTAS DENTALES,2,3,50,1
USERA,CONSULTORIO VETERINARIO CON TRATAMIENTO HIGIENICO ANIMAL,2,3,50,1
USERA,"CORTE, TALLADO Y ACABADO DE LA PIEDRA",1,1,0,0
USERA,DEPOSITO Y ALMACENAMIENTO,57,66,15.789473684210526,9
USERA,DESPACHO DE FISIOTERAPEUTAS,1,1,0,0
USERA,DESPACHO MEDICO DE MEDICINA GENERAL Y ESPECIALISTAS,2,2,0,0
USERA,DESPACHO PROFESIONAL DE ACTIVIDADES JURIDICAS,2,4,100,2
USERA,DISCOTECAS Y SALAS DE BAILE,5,5,0,0
USERA,"EDICION DE LIBROS, PERIODICOS Y OTRAS ACTIVIDADES EDITORIALES",2,2,0,0
USERA,EDUCACION TERCIARIA NO UNIVERSITARIA,3,4,33.33333333333333,1
USERA,ENSEÑANZA DE IDIOMAS,8,9,12.5,1
USERA,"ENSEÑANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",26,33,26.923076923076923,7
USERA,ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,21,20,-4.761904761904762,-1
USERA,EXPLOTACIONES AGRICOLAS,1,1,0,0
USERA,FABRICACION ARTICULOS DE FERRETERIA,3,3,0,0
USERA,"FABRICACION DE ARTICULOS DE JOYERIA, BISUTERIA Y SIMILARES",8,7,-12.5,-1
USERA,FABRICACION DE ARTICULOS DE PELETERIA,2,2,0,0
USERA,FABRICACION DE CALZADO,1,1,0,0
USERA,FABRICACION DE COMPONENTES ELECTRONICOS Y CIRCUITOS IMPRESOS ENSAMBLADOS,2,2,0,0
USERA,FABRICACION DE INSTRUMENTOS Y SUMINISTROS MEDICOS Y ODONTOLOGICOS,4,4,0,0
USERA,"FABRICACION DE JABONES, DETERGENTES Y OTROS ARTICULOS DE LIMPIEZA. PERFUMES Y COSMETICOS",1,1,0,0
USERA,FABRICACION DE JUEGOS Y JUGUETES,1,1,0,0
USERA,FABRICACION DE MATERIAL Y EQUIPO ELECTRICO (EXCEPTO ORDENADORES),5,6,20,1
USERA,FABRICACION DE MUEBLES (INCLUIDOS COLCHONES),5,4,-20,-1
USERA,"FABRICACION DE PASTAS ALIMENTICIAS,CUSCUS Y SIMILARES",1,1,0,0
USERA,FABRICACION DE PRODUCTOS DE CAUCHO Y PLASTICOS,2,2,0,0
USERA,FABRICACION DE PRODUCTOS DE PANADERIA Y PASTELERIA,1,3,200,2
USERA,"FABRICACION DE PRODUCTOS METALICOS, EXCEPTO MAQUINARIA Y EQUIPO",24,22,-8.333333333333332,-2
USERA,"FABRICACION DE PRODUCTOS MINERALES NO METALICOS (HORMIGON, CEMENTO, MORTERO, CAL, YESO, LADRILLOS, CERAMICA)",1,1,0,0
USERA,"FABRICACION DE TEJIDOS TEXTILES, ALFOMBRAS, CUERDAS Y OTROS PRODUCTOS TEXTILES (EXCEPTO PRENDAS DE VESTIR)",3,2,-33.33333333333333,-1
USERA,FABRICACION O ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS N.C.O.P.,3,4,33.33333333333333,1
USERA,FARMACIA,64,66,3.125,2
USERA,FISIOTERAPEUTAS Y OTRAS ACTIVIDADES SANITARIAS,12,15,25,3
USERA,GESTION DE INSTALACIONES DEPORTIVAS,6,7,16.666666666666664,1
USERA,HOSTALES,1,2,100,1
USERA,HOTELES Y MOTELES CON RESTAURANTE,1,1,0,0
USERA,IMPRENTA,14,14,0,0
USERA,INDUSTRIA DEL PAPEL,2,2,0,0
USERA,INDUSTRIAS MANUFACTURERAS N.C.O.P.,4,4,0,0
USERA,INGENIERIA CIVIL,3,3,0,0
USERA,INSTALACION DE MAQUINAS Y EQUIPOS INDUSTRIALES,4,4,0,0
USERA,"INSTALACIONES ELECTRICAS, DE FONTANERIA Y OTRAS EN OBRAS DE CONSTRUCCION",88,83,-5.681818181818182,-5
USERA,INSTITUTO DE BELLEZA,13,15,15.384615384615385,2
USERA,"INTERMEDIACION MONETARIA: BANCOS, CAJAS DE AHORRO",55,48,-12.727272727272727,-7
USERA,"INTERMEDIARIO DEL COMERCIO DE PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO",1,2,100,1
USERA,"INTERMEDIARIOS DEL COMERCIO DE TEXTILES, PRENDAS DE VESTIR, PELETERIA, CALZADO Y ARTICULOS DE CUERO",2,4,100,2
USERA,INTERMEDIARIOS DEL COMERCIO ESPECIALIZADOS EN LA VENTA DE OTROS PRODUCTOS ESPECIFICOS,5,5,0,0
USERA,"JUEGOS DE AZAR Y APUESTAS DE GESTION PRIVADA (BINGOS, CASINOS, MAQUINAS TRAGAPERRAS)",5,23,360,18
USERA,JUEGOS DE AZAR Y APUESTAS DE GESTION PUBLICA O O AUTORIZACION ESPECIAL (ESTADO Y ONCE),19,19,0,0
USERA,LAVADO Y LIMPIEZA DE PRENDAS TEXTILES Y DE PIEL,12,16,33.33333333333333,4
USERA,LOCAL SIN ACTIVIDAD,4,18,350,14
USERA,LOCUTORIOS,83,71,-14.457831325301203,-12
USERA,"MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO, INCLUIDO EL FERROVIARIO",4,4,0,0
USERA,MANTENIMIENTO Y REPARACION DE MOTOCICLETAS Y VENTA DE SUS REPUESTOS Y ACCESORIOS,5,5,0,0
USERA,MANTENIMIENTO Y REPARACION DE VEHICULOS DE MOTOR N.C.O.P.,19,19,0,0
USERA,OTRAS ACTIVIDADES ASOCIATIVAS N.C.O.P.,21,26,23.809523809523807,5
USERA,"OTRAS ACTIVIDADES DE CONSTRUCCION ESPECIALIZADA (CONSTRUCCION DE CUBIERTAS, CIMENTACION, PISCINAS)",17,15,-11.76470588235294,-2
USERA,"OTRAS ACTIVIDADES PROFESIONALES, CIENTIFICAS Y TECNICAS N.C.O.P.",2,3,50,1
USERA,OTRO COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS (PERECEDEROS Y NO PERECEDEROS) CON VENDEDOR N.C.O.P.,153,157,2.6143790849673203,4
USERA,OTRO COMERCIO AL POR MENOR DEL ARTICULOS NUEVOS N.C.O.P.,15,16,6.666666666666667,1
USERA,OTROS ACTIVIDADES DE SERVICIOS SOCIALES (LABORES DE ASESORAMIENTO Y ORIENTACION) SIN ALOJAMIENTO N.C.O.P.,10,11,10,1
USERA,"OTROS SERVICIOS DE COMIDAS EN INSTALACIONES DEPORTIVAS, OFICINAS, EMPRESAS O SIMILARES",7,7,0,0
USERA,"OTROS SERVICIOS FINANCIEROS(ARRENDAMIENTO FINANCIERO, PRESTAMOS POR ENTIDADES NO FINANCIERAS), EXCEPTO SEGUROS Y FONDOS DE PENSIONES",2,2,0,0
USERA,"PREPARACION, CURTIDO Y ACABADO DEL CUERO. FABRICACION DE ARTICULOS DE MARROQUINERIA, VIAJE, GUARNICIONERIA Y TALABARTERIA. PREPARACION Y TEÑIDO DE PIELES",2,3,50,1
USERA,PROCESADO Y CONSERVACION DE LECHE Y DERIVADOS,1,1,0,0
USERA,PROCESADO Y CONSERVACION DE PLATOS PREPARADOS O PRECOCINADOS Y DIETETICOS,1,1,0,0
USERA,"PRODUCCION, TRANSPORTE Y DISTRIBUCION DE ENERGIA ELECTRICA Y GAS",5,5,0,0
USERA,PROGRAMACION Y CONSULTORIA INFORMATICA Y TECNOLOGIAS DE LA INFORMACION,7,7,0,0
USERA,PROMOCION INMOBILIARIA,11,11,0,0
USERA,"PUBLICIDAD, RELACIONES PUBLICAS Y ESTUDIOS DE MERCADO",5,5,0,0
USERA,"RECOGIDA, TRATAMIENTO Y ELIMINACION DE RESIDUOS. VALORIZACION (PROCESOS DE RECUPERACION)",1,1,0,0
USERA,RECUBRIMIENTOS METALICOS (TRATAMIENTO Y REVESTIMIENTO DE METALES),2,2,0,0
USERA,REPARACION DE BICICLETAS,1,2,100,1
USERA,REPARACION DE CALZADO,13,16,23.076923076923077,3
USERA,REPARACION DE ORDENADORES Y EQUIPOS DE COMUNICACION,10,9,-10,-1
USERA,REPARACION DE OTROS EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO N.C.O.P.,13,12,-7.6923076923076925,-1
USERA,REPRODUCCION DE SOPORTES GRABADOS,1,1,0,0
USERA,RESTAURANTE,33,53,60.60606060606061,20
USERA,RESTAURANTES DE COMIDA RAPIDA,11,12,9.090909090909092,1
USERA,SALONES DE BANQUETES Y PROVISION COMIDAS PARA EVENTOS,4,5,25,1
USERA,SALONES DE RECREO Y DIVERSION Y OTRAS ACTIVIDADES RECREATIVAS,5,4,-20,-1
USERA,SEGUROS,11,10,-9.090909090909092,-1
USERA,SERIGRAFIA Y SERVICIOS DE PREIMPRESION Y PREPARACION DE SOPORTES,6,6,0,0
USERA,SERVICIO DE PELUQUERIA,181,202,11.602209944751381,21
USERA,"SERVICIOS DE MENSAJERIA, ACTIVIDADES POSTALES Y DE CORREOS",15,20,33.33333333333333,5
USERA,SERVICIOS FOTOGRAFICOS,6,7,16.666666666666664,1
USERA,SERVICIOS INTEGRALES A EDIFICIOS E INSTALACIONES,2,2,0,0
USERA,"SERVICIOS PARASANITARIOS (NATUROPATIA, ACUPUNTURA, HOMEOPATIA)",3,7,133.33333333333331,4
USERA,SERVICIOS TECNICOS DE ARQUITECTURA E INGENIERIA. ENSAYOS Y ANALISIS TECNICOS,4,4,0,0
USERA,SEX-SHOP,2,2,0,0
USERA,SITUADOS: HELADOS Y/O BEBIDAS REFRESCANTES,1,1,0,0
USERA,TABERNA,5,4,-20,-1
USERA,TALLER DE MONTAJE DE ACCESORIOS PARA EL AUTOMOVIL,3,5,66.66666666666666,2
USERA,TALLER DE REPARACION DE AUTOMOVILES ESPECIALIZADO EN CHAPA Y PINTURA,32,35,9.375,3
USERA,TALLER DE REPARACION DE AUTOMOVILES ESPECIALIZADO EN MECANICA Y ELECTRICIDAD,86,92,6.976744186046512,6
USERA,TAPICERIA,6,6,0,0
USERA,TEATRO Y ACTIVIDADES ESCENICAS REALIZADAS EN DIRECTO,2,1,-50,-1
USERA,TELECOMUNICACIONES,5,5,0,0
USERA,TIENDA DE CONVENIENCIA (24H),3,3,0,0
USERA,TRANSPORTE DE MERCANCIAS POR CARRETERA Y SERVICIOS DE MUDANZAS,8,8,0,0
USERA,TRATAMIENTO HIGIENICO DE ANIMALES (PELUQUERIAS),3,3,0,0
USERA,VENTA DE MOTOCICLETAS,2,2,0,0
USERA,NA,1,7,600,6
